id,vina_info
1743,"(985, -7.656)"
2170,"(985, -7.656)"
3061,"(982, -7.361)"
3093,"(982, -7.361)"
3135,"(982, -7.361)"
1480,"(1480, -6.161)"
2980,"(1480, -6.161)"
3149,"(235, -6.724)"
193,"(193, -7.864)"
1965,"(214, -8.687)"
2025,"(214, -8.687)"
2305,"(214, -8.687)"
907,"(907, -6.281)"
1976,"(907, -6.281)"
2731,"(907, -6.281)"
3143,"(907, -6.281)"
994,"(994, -7.466)"
1677,"(994, -7.466)"
2114,"(994, -7.466)"
2218,"(994, -7.466)"
2413,"(1567, -7.53)"
2600,"(1567, -7.53)"
2626,"(1567, -7.53)"
2721,"(1567, -7.53)"
2810,"(1567, -7.53)"
441,"(441, -6.89)"
2162,"(441, -6.89)"
2751,"(441, -6.89)"
2940,"(441, -6.89)"
3068,"(441, -6.89)"
3123,"(441, -6.89)"
3130,"(441, -6.89)"
3145,"(441, -6.89)"
348,"(348, -6.426)"
2251,"(348, -6.426)"
2642,"(348, -6.426)"
2957,"(348, -6.426)"
3132,"(348, -6.426)"
3141,"(348, -6.426)"
995,"(995, -5.993)"
2391,"(995, -5.993)"
2881,"(995, -5.993)"
2947,"(995, -5.993)"
500,"(500, -5.697)"
1969,"(500, -5.697)"
2949,"(500, -5.697)"
3022,"(500, -5.697)"
1371,"(1371, -7.119)"
2155,"(1371, -7.119)"
2769,"(1371, -7.119)"
2879,"(1371, -7.119)"
2901,"(1371, -7.119)"
2959,"(155, -8.512)"
3059,"(155, -8.512)"
3106,"(155, -8.512)"
282,"(282, -7.089)"
2161,"(248, -7.411)"
2449,"(248, -7.411)"
2542,"(248, -7.411)"
2673,"(641, -7.131)"
2753,"(282, -7.089)"
607,"(607, -7.135)"
1762,"(607, -7.135)"
2676,"(607, -7.135)"
1451,"(1451, -6.965)"
1710,"(1451, -6.965)"
2001,"(1451, -6.965)"
2698,"(1451, -6.965)"
2852,"(1451, -6.965)"
700,"(700, -7.218)"
1827,"(700, -7.218)"
2146,"(700, -7.218)"
2429,"(700, -7.218)"
136,"(136, -7.165)"
2339,"(615, -8.128)"
2646,"(615, -8.128)"
2825,"(39, -7.741)"
2925,"(39, -7.741)"
2990,"(136, -7.165)"
3107,"(136, -7.165)"
383,"(383, -7.436)"
1712,"(383, -7.436)"
2625,"(383, -7.436)"
2717,"(383, -7.436)"
2806,"(383, -7.436)"
2842,"(383, -7.436)"
2915,"(791, -7.569)"
2948,"(791, -7.569)"
2961,"(791, -7.569)"
3066,"(791, -7.569)"
1555,"(1555, -6.865)"
2173,"(1555, -6.865)"
2411,"(1555, -6.865)"
2556,"(1555, -6.865)"
2621,"(1555, -6.865)"
829,"(829, -6.658)"
2584,"(594, -6.92)"
507,"(507, -7.097)"
2446,"(507, -7.097)"
2937,"(507, -7.097)"
743,"(743, -6.75)"
2425,"(743, -6.75)"
2789,"(743, -6.75)"
1212,"(1212, -5.705)"
1661,"(1212, -5.705)"
2830,"(1212, -5.705)"
311,"(311, -6.242)"
2261,"(311, -6.242)"
2534,"(311, -6.242)"
3040,"(311, -6.242)"
3151,"(311, -6.242)"
3169,"(311, -6.242)"
3174,"(311, -6.242)"
3183,"(311, -6.242)"
235,"(235, -6.724)"
2613,"(235, -6.724)"
2666,"(235, -6.724)"
3042,"(235, -6.724)"
3100,"(235, -6.724)"
1006,"(1006, -6.511)"
1649,"(1006, -6.511)"
2767,"(1006, -6.511)"
2989,"(1006, -6.511)"
650,"(650, -5.85)"
2036,"(650, -5.85)"
2803,"(650, -5.85)"
3019,"(650, -5.85)"
426,"(426, -5.935)"
1941,"(426, -5.935)"
2552,"(426, -5.935)"
3096,"(426, -5.935)"
3118,"(426, -5.935)"
3140,"(426, -5.935)"
1478,"(1478, -6.775)"
2226,"(1478, -6.775)"
2582,"(1478, -6.775)"
237,"(237, -7.659)"
2231,"(244, -7.895)"
2868,"(654, -7.942)"
3080,"(654, -7.942)"
3099,"(237, -7.659)"
3111,"(237, -7.659)"
1076,"(1076, -7.915)"
1770,"(1076, -7.915)"
2126,"(1076, -7.915)"
2878,"(440, -8.166)"
2933,"(1076, -7.915)"
1449,"(1449, -8.435)"
1767,"(1449, -8.435)"
1881,"(1449, -8.435)"
1281,"(1281, -6.997)"
1663,"(1281, -6.997)"
2216,"(1281, -6.997)"
2325,"(1281, -6.997)"
340,"(340, -8.109)"
2203,"(340, -8.109)"
2706,"(340, -8.109)"
2930,"(340, -8.109)"
2960,"(422, -8.453)"
3024,"(422, -8.453)"
3044,"(340, -8.109)"
3081,"(340, -8.109)"
265,"(265, -6.731)"
2230,"(265, -6.731)"
2645,"(267, -6.881)"
1239,"(1239, -6.218)"
1872,"(1239, -6.218)"
2107,"(1239, -6.218)"
2674,"(1239, -6.218)"
2793,"(1239, -6.218)"
1225,"(1225, -7.063)"
2121,"(1225, -7.063)"
2650,"(1225, -7.063)"
2757,"(1225, -7.063)"
736,"(736, -6.249)"
2401,"(736, -6.249)"
2890,"(736, -6.249)"
3039,"(736, -6.249)"
384,"(384, -8.044)"
2184,"(384, -8.044)"
2811,"(384, -8.044)"
2893,"(384, -8.044)"
3027,"(384, -8.044)"
1318,"(1318, -6.922)"
2185,"(1318, -6.922)"
2818,"(1318, -6.922)"
1457,"(1457, -6.623)"
2048,"(1457, -6.623)"
2197,"(1457, -6.623)"
2404,"(1457, -6.623)"
2518,"(1457, -6.623)"
2661,"(1457, -6.623)"
1055,"(1055, -7.372)"
94,"(94, -6.8)"
2431,"(94, -6.8)"
2800,"(94, -6.8)"
707,"(707, -7.072)"
2004,"(726, -7.667)"
997,"(997, -7.316)"
1786,"(997, -7.316)"
594,"(594, -6.92)"
2444,"(594, -6.92)"
1497,"(1497, -7.026)"
2986,"(1497, -7.026)"
79,"(79, nan)"
1781,"(79, 10000)"
2741,"(39, -7.741)"
1520,"(1520, -7.105)"
1718,"(1520, -7.105)"
2564,"(1520, -7.105)"
2669,"(1520, -7.105)"
3000,"(1329, -7.695)"
3043,"(1520, -7.105)"
669,"(669, -6.269)"
12,"(12, -6.974)"
2381,"(12, -6.974)"
2555,"(12, -6.974)"
283,"(283, -7.344)"
2233,"(283, -7.344)"
2567,"(283, -7.344)"
641,"(641, -7.131)"
2120,"(641, -7.131)"
574,"(574, -8.16)"
2593,"(574, -8.16)"
2715,"(574, -8.16)"
2845,"(574, -8.16)"
1580,"(1580, -7.03)"
2488,"(1580, -7.03)"
2651,"(1580, -7.03)"
2860,"(1580, -7.03)"
2978,"(1580, -7.03)"
839,"(839, -7.343)"
1689,"(839, -7.343)"
1938,"(839, -7.343)"
2537,"(839, -7.343)"
774,"(774, nan)"
1746,"(774, 10000)"
1893,"(774, 10000)"
2865,"(774, 10000)"
2981,"(774, 10000)"
3086,"(774, 10000)"
1373,"(1373, -6.515)"
1744,"(1373, -6.515)"
2772,"(1373, -6.515)"
3018,"(1373, -6.515)"
3097,"(1373, -6.515)"
3117,"(1373, -6.515)"
717,"(717, -6.646)"
2390,"(717, -6.646)"
2608,"(717, -6.646)"
2836,"(717, -6.646)"
3012,"(717, -6.646)"
302,"(302, -6.416)"
927,"(927, -6.552)"
1637,"(927, -6.552)"
1638,"(927, -6.552)"
2902,"(927, -6.552)"
1401,"(1401, -6.372)"
2471,"(1401, -6.372)"
3008,"(1401, -6.372)"
3070,"(1401, -6.372)"
1292,"(1292, -6.427)"
1657,"(1292, -6.427)"
2862,"(1292, -6.427)"
3028,"(1292, -6.427)"
1293,"(1293, -7.187)"
1794,"(1293, -7.187)"
2020,"(1293, -7.187)"
830,"(830, -6.403)"
141,"(141, -7.146)"
1694,"(141, -7.146)"
2169,"(141, -7.146)"
342,"(342, -7.547)"
1913,"(342, -7.547)"
1988,"(372, -7.946)"
597,"(597, -6.924)"
2257,"(597, -6.924)"
2442,"(597, -6.924)"
606,"(606, -7.454)"
2135,"(606, -7.454)"
2199,"(606, -7.454)"
416,"(416, -7.706)"
1681,"(416, -7.706)"
2329,"(416, -7.706)"
2428,"(416, -7.706)"
2532,"(541, -8.094)"
2615,"(541, -8.094)"
2728,"(541, -8.094)"
2743,"(541, -8.094)"
2880,"(130, -9.073)"
2994,"(541, -8.094)"
3036,"(416, -7.706)"
222,"(222, -7.214)"
2181,"(646, -7.312)"
2492,"(1355, -7.8)"
1045,"(1045, -7.073)"
1951,"(1045, -7.073)"
2667,"(1045, -7.073)"
2999,"(1045, -7.073)"
1526,"(1526, -7.613)"
1782,"(1526, -7.613)"
2415,"(1526, -7.613)"
673,"(673, -7.634)"
1990,"(673, -7.634)"
2179,"(673, -7.634)"
2718,"(673, -7.634)"
2729,"(673, -7.634)"
2873,"(673, -7.634)"
440,"(440, -8.166)"
1779,"(440, -8.166)"
2156,"(440, -8.166)"
267,"(267, -6.881)"
2211,"(267, -6.881)"
1346,"(1346, -6.65)"
1957,"(1346, -6.65)"
2587,"(1346, -6.65)"
2773,"(1346, -6.65)"
978,"(978, -7.012)"
2268,"(978, -7.012)"
2520,"(978, -7.012)"
2563,"(978, -7.012)"
654,"(654, -7.942)"
2111,"(654, -7.942)"
2284,"(654, -7.942)"
317,"(317, -6.976)"
1945,"(317, -6.976)"
2345,"(317, -6.976)"
2631,"(317, -6.976)"
2680,"(317, -6.976)"
315,"(315, -6.714)"
1756,"(315, -6.714)"
1982,"(315, -6.714)"
3062,"(315, -6.714)"
791,"(791, -7.569)"
1959,"(791, -7.569)"
2201,"(791, -7.569)"
2829,"(791, -7.569)"
2843,"(791, -7.569)"
786,"(786, -7.101)"
1757,"(786, -7.101)"
2515,"(786, -7.101)"
2850,"(786, -7.101)"
592,"(592, -6.897)"
985,"(985, -7.656)"
1366,"(1366, -7.799)"
1625,"(1366, -7.799)"
2482,"(1366, -7.799)"
252,"(252, -7.62)"
279,"(279, -7.354)"
250,"(250, -7.241)"
1444,"(1444, -8.045)"
1693,"(1444, -8.045)"
1964,"(1444, -8.045)"
562,"(562, -7.341)"
2704,"(562, -7.341)"
726,"(726, -7.667)"
1819,"(726, -7.667)"
719,"(719, -6.76)"
1312,"(1312, -6.93)"
1130,"(1130, -6.502)"
1139,"(1139, -6.769)"
1594,"(1594, nan)"
1785,"(1594, 10000)"
2766,"(1594, 10000)"
2877,"(1594, 10000)"
39,"(39, -7.741)"
1766,"(39, -7.741)"
2369,"(39, -7.741)"
2549,"(39, -7.741)"
280,"(280, -6.72)"
2207,"(280, -6.72)"
248,"(248, -7.411)"
745,"(745, -7.34)"
1803,"(745, -7.34)"
2355,"(745, -7.34)"
1329,"(1329, -7.695)"
1708,"(1329, -7.695)"
2577,"(1329, -7.695)"
2887,"(1329, -7.695)"
2910,"(1329, -7.695)"
214,"(214, -8.687)"
1450,"(1450, -7.796)"
1075,"(1075, -7.595)"
1721,"(1075, -7.595)"
477,"(477, -7.951)"
1504,"(1504, -7.069)"
1019,"(1019, -6.628)"
2359,"(1019, -6.628)"
2801,"(1019, -6.628)"
793,"(793, -8.363)"
1706,"(793, -8.363)"
139,"(139, -7.11)"
1695,"(139, -7.11)"
1481,"(1481, -6.607)"
1839,"(1479, -6.647)"
2576,"(1479, -6.647)"
2668,"(1479, -6.647)"
3011,"(1479, -6.647)"
274,"(274, -6.914)"
2380,"(274, -6.914)"
2927,"(274, -6.914)"
2983,"(460, -7.668)"
3002,"(460, -7.668)"
614,"(614, -7.639)"
840,"(840, -6.691)"
622,"(622, -8.463)"
1952,"(622, -8.463)"
2447,"(155, -8.512)"
2623,"(155, -8.512)"
2746,"(155, -8.512)"
1542,"(1542, -6.953)"
296,"(296, -7.369)"
1836,"(296, -7.369)"
2752,"(296, -7.369)"
420,"(420, -7.262)"
468,"(468, -7.904)"
471,"(471, -7.535)"
1360,"(1360, -6.397)"
332,"(332, -7.683)"
2590,"(332, -7.683)"
1327,"(1327, -7.338)"
1365,"(1365, -6.975)"
1351,"(1351, -7.338)"
276,"(276, -7.784)"
1609,"(276, -7.784)"
1919,"(276, -7.784)"
1472,"(1472, -6.856)"
163,"(163, -8.0)"
1760,"(163, -8.0)"
2129,"(163, -8.0)"
2464,"(163, -8.0)"
541,"(541, -8.094)"
1675,"(541, -8.094)"
187,"(187, -7.22)"
1795,"(187, -7.22)"
2465,"(187, -7.22)"
753,"(753, -7.371)"
984,"(984, -7.115)"
604,"(604, -7.681)"
2053,"(604, -7.681)"
2210,"(604, -7.681)"
1501,"(1501, -6.697)"
2242,"(1501, -6.697)"
358,"(358, -6.804)"
1614,"(358, -6.804)"
2609,"(358, -6.804)"
2736,"(358, -6.804)"
1567,"(1567, -7.53)"
1671,"(1567, -7.53)"
213,"(213, -7.443)"
1674,"(213, -7.443)"
2307,"(213, -7.443)"
2935,"(213, -7.443)"
3001,"(213, -7.443)"
643,"(643, -6.961)"
372,"(372, -7.946)"
1802,"(372, -7.946)"
625,"(625, -8.114)"
1926,"(625, -8.114)"
2703,"(625, -8.114)"
3102,"(625, -8.114)"
73,"(73, -7.738)"
2244,"(73, -7.738)"
2410,"(73, -7.738)"
1463,"(1463, -6.54)"
1759,"(1463, -6.54)"
814,"(814, -8.121)"
750,"(750, -8.925)"
421,"(421, -8.305)"
470,"(470, -8.115)"
1559,"(1559, -7.242)"
558,"(558, -7.354)"
790,"(790, -7.117)"
2084,"(790, -7.117)"
2344,"(790, -7.117)"
2502,"(790, -7.117)"
2892,"(790, -7.117)"
460,"(460, -7.668)"
1764,"(460, -7.668)"
130,"(130, -9.073)"
1664,"(130, -9.073)"
2110,"(130, -9.073)"
1474,"(1474, -7.722)"
2234,"(1474, -7.722)"
2675,"(1474, -7.722)"
2866,"(1474, -7.722)"
2898,"(1474, -7.722)"
2985,"(1474, -7.722)"
1355,"(1355, -7.8)"
1722,"(1355, -7.8)"
1996,"(1355, -7.8)"
1479,"(1479, -6.647)"
953,"(953, -7.609)"
1719,"(953, -7.609)"
244,"(244, -7.895)"
1082,"(1082, -7.845)"
1083,"(1083, -8.078)"
336,"(336, -7.524)"
1026,"(1026, -7.836)"
2512,"(1026, -7.836)"
284,"(284, -7.663)"
286,"(286, -7.668)"
262,"(262, -7.796)"
615,"(615, -8.128)"
30,"(30, -7.573)"
1799,"(30, -7.573)"
28,"(28, -6.778)"
1789,"(28, -6.778)"
2694,"(28, -6.778)"
190,"(190, -7.14)"
1842,"(190, -7.14)"
554,"(554, -7.384)"
577,"(577, -7.149)"
566,"(566, -7.164)"
948,"(948, -6.705)"
2346,"(948, -6.705)"
2683,"(948, -6.705)"
2905,"(948, -6.705)"
2971,"(948, -6.705)"
3032,"(948, -6.705)"
43,"(43, -7.251)"
1772,"(43, -7.251)"
3073,"(43, -7.251)"
3101,"(43, -7.251)"
1502,"(1502, -6.386)"
1541,"(1541, -7.26)"
1970,"(1541, -7.26)"
2578,"(1541, -7.26)"
327,"(327, -7.562)"
2010,"(327, -7.562)"
2662,"(327, -7.562)"
364,"(364, -7.365)"
504,"(504, -7.449)"
1856,"(504, -7.449)"
2331,"(504, -7.449)"
2478,"(504, -7.449)"
2591,"(504, -7.449)"
2686,"(504, -7.449)"
195,"(195, -7.491)"
219,"(219, -7.712)"
155,"(155, -8.512)"
1843,"(155, -8.512)"
2317,"(155, -8.512)"
177,"(177, -7.341)"
2180,"(177, -7.341)"
2620,"(177, -7.341)"
3063,"(177, -7.341)"
1445,"(1445, -7.498)"
1448,"(1448, -7.61)"
715,"(715, -7.698)"
1973,"(715, -7.698)"
2097,"(715, -7.698)"
599,"(599, -6.789)"
1776,"(599, -6.789)"
161,"(161, -7.829)"
2539,"(161, -7.829)"
627,"(627, -7.865)"
1935,"(627, -7.865)"
547,"(547, -7.313)"
2163,"(547, -7.313)"
2386,"(547, -7.313)"
2928,"(547, -7.313)"
2976,"(547, -7.313)"
422,"(422, -8.453)"
1676,"(422, -8.453)"
2370,"(422, -8.453)"
2727,"(422, -8.453)"
2796,"(422, -8.453)"
2918,"(422, -8.453)"
1078,"(1078, -7.885)"
1619,"(1078, -7.885)"
2368,"(1078, -7.885)"
129,"(129, -8.729)"
437,"(437, -8.658)"
465,"(465, -9.103)"
1043,"(1043, -6.607)"
2212,"(1043, -6.607)"
2599,"(1043, -6.607)"
2709,"(1043, -6.607)"
2869,"(1043, -6.607)"
616,"(616, -8.252)"
1014,"(1014, -7.457)"
1790,"(1014, -7.457)"
2695,"(1014, -7.457)"
236,"(236, -6.794)"
1824,"(236, -6.794)"
2497,"(236, -6.794)"
722,"(722, -7.784)"
1883,"(722, -7.784)"
626,"(626, -7.905)"
628,"(628, -7.722)"
1466,"(1466, -7.308)"
2655,"(1466, -7.308)"
418,"(418, -7.297)"
74,"(74, -7.005)"
2272,"(74, -7.005)"
646,"(646, -7.312)"
1702,"(646, -7.312)"
